employee_id,age,gender,department,job_role,education,years_experience,monthly_salary,training_hours,attendance_percent,projects_completed,overtime_hours,satisfaction_score,work_life_balance,manager_rating,last_promotion_years,remote_days_per_month,skill_score,performance_score,performance_label,attrition_risk
EMP0756,23,Male,Sales,Sales Executive,Graduate,0,69383,42.0,90.5,8,10,4.0,7,3.6,3,0,89,80.6,High Performer,5.0
EMP0757,24,Female,Marketing,SEO Analyst,Postgraduate,0,85646,31.0,99.5,4,14,8.0,7,4.3,2,6,82,77.3,High Performer,5.8
EMP0758,55,Male,Sales,Sales Executive,Graduate,34,143871,35.0,89.4,15,23,7.0,5,2.9,6,1,89,98.0,High Performer,7.2
EMP0759,51,Female,Marketing,Marketing Manager,Postgraduate,27,132390,27.0,90.6,11,10,8.0,4,4.3,2,5,75,94.1,High Performer,5.0
EMP0760,23,Male,Engineering,Data Analyst,Postgraduate,0,64091,29.0,87.9,5,23,9.0,10,2.4,1,8,62,72.0,Average Performer,7.2
EMP0761,38,Female,Finance,Financial Analyst,Diploma,17,108836,15.0,98.8,10,10,9.0,5,2.2,4,0,75,91.4,High Performer,5.0
EMP0762,32,Female,Engineering,QA Engineer,Diploma,5,91030,15.0,99.4,3,10,4.0,5,3.5,2,10,73,65.5,Average Performer,5.0
EMP0763,33,Male,Operations,Operations Associate,Diploma,13,96740,21.0,94.5,5,25,7.0,4,3.1,2,6,73,62.8,Average Performer,5.3
EMP0764,55,Female,Operations,Operations Associate,Postgraduate,30,127572,36.0,100.0,13,11,6.0,1,4.2,4,3,68,91.5,High Performer,5.5
EMP0765,56,Male,Engineering,QA Engineer,Graduate,29,157445,8.0,82.6,9,23,10.0,6,3.1,0,9,78,98.0,High Performer,5.0
EMP0766,53,Male,Marketing,Content Strategist,Graduate,28,144256,31.0,95.0,12,19,6.0,4,3.4,3,0,86,92.0,High Performer,5.0
EMP0767,27,Male,HR,Recruiter,MBA,7,74086,11.0,94.0,5,10,5.0,6,4.2,4,12,92,65.6,Average Performer,5.0
EMP0768,24,Female,Marketing,SEO Analyst,Diploma,0,62400,38.0,81.1,2,14,,6,2.9,0,9,59,62.4,Average Performer,5.0
EMP0769,41,Female,Sales,Sales Executive,Graduate,15,96542,60.0,79.8,8,15,5.0,6,4.0,3,11,50,74.2,Average Performer,8.9
EMP0770,33,Female,Sales,Sales Executive,Graduate,12,101547,46.0,86.0,14,15,3.0,7,3.0,5,8,68,85.5,High Performer,8.8
EMP0771,35,Male,Support,Service Associate,Graduate,14,85440,,76.6,8,0,5.0,3,2.3,3,5,73,66.5,Average Performer,5.0
EMP0772,44,Male,HR,Recruiter,MBA,18,99973,11.0,85.5,8,7,5.0,6,5.0,2,5,63,88.0,High Performer,5.5
EMP0773,44,Female,Finance,Finance Manager,MBA,20,127592,7.0,92.7,7,22,7.0,3,3.7,3,7,86,86.7,High Performer,8.0
EMP0774,53,Male,Sales,Business Associate,Graduate,31,141974,39.0,91.5,10,33,5.0,8,3.4,0,5,80,83.8,High Performer,11.2
EMP0775,47,Female,Operations,Process Analyst,Graduate,21,112071,42.0,86.5,9,12,4.0,7,3.2,2,7,95,80.3,High Performer,5.0
EMP0776,22,Female,Engineering,QA Engineer,Postgraduate,0,82030,37.0,83.7,9,22,5.0,8,3.7,2,7,67,72.9,Average Performer,8.3
EMP0777,57,Male,Operations,Operations Associate,Graduate,35,153280,29.0,96.1,11,15,,9,3.0,2,1,97,93.8,High Performer,5.0
EMP0778,25,Female,Sales,Account Manager,Postgraduate,1,37581,39.0,77.3,8,28,6.0,9,3.5,5,4,40,58.0,Average Performer,12.9
EMP0779,42,Male,Engineering,Software Engineer,Graduate,21,159016,27.0,96.0,11,7,6.0,8,3.6,3,0,88,98.0,High Performer,5.0
EMP0780,25,Female,Finance,Finance Manager,Graduate,3,71929,,95.5,4,32,6.0,6,4.1,0,5,62,68.9,Average Performer,11.1
EMP0781,53,Male,Support,Service Associate,Graduate,28,121774,56.0,91.0,8,0,4.0,6,3.4,1,7,77,88.1,High Performer,5.0
EMP0782,35,Male,Sales,Business Associate,Graduate,10,69305,26.0,96.8,5,6,7.0,6,3.0,6,4,75,77.1,High Performer,5.0
EMP0783,43,Male,Marketing,SEO Analyst,Postgraduate,19,124194,32.0,88.9,11,22,9.0,7,3.4,0,0,74,84.9,High Performer,8.1
EMP0784,47,Female,Operations,Operations Manager,Diploma,27,120201,39.0,91.2,12,21,6.0,3,3.3,2,7,75,92.9,High Performer,7.3
EMP0785,52,Male,HR,Recruiter,Graduate,28,115500,25.0,85.9,10,12,6.0,6,2.9,2,10,66,86.1,High Performer,7.5
EMP0786,26,Other,Sales,Account Manager,Postgraduate,0,61727,21.0,78.8,5,2,6.0,8,4.8,3,10,72,75.3,High Performer,5.0
EMP0787,42,Female,HR,HR Executive,Postgraduate,15,99243,59.0,99.2,6,7,7.0,6,4.3,4,0,82,94.9,High Performer,5.0
EMP0788,39,Male,Sales,Account Manager,MBA,17,103796,28.0,79.9,8,30,3.0,6,3.5,3,2,61,53.2,Needs Improvement,13.5
EMP0789,32,Male,Support,Support Lead,Graduate,11,90265,46.0,82.0,5,16,10.0,5,3.2,3,8,82,79.6,High Performer,5.0
EMP0790,28,Female,Sales,Account Manager,Postgraduate,8,69688,56.0,90.9,9,14,7.0,4,2.0,5,6,75,73.6,Average Performer,5.0
EMP0791,39,Female,Marketing,Marketing Manager,Postgraduate,19,111053,56.0,87.3,11,17,6.0,9,3.7,2,11,94,98.0,High Performer,5.0
EMP0792,41,Male,Marketing,Content Strategist,Graduate,21,120626,42.0,88.4,12,21,7.0,7,4.3,4,5,92,97.6,High Performer,10.9
EMP0793,37,Female,Support,Customer Support,Graduate,13,74145,56.0,91.5,5,11,5.0,6,3.3,1,7,80,73.5,Average Performer,5.0
EMP0794,36,Male,Support,Service Associate,MBA,14,103872,45.0,100.0,15,0,3.0,6,3.9,2,8,73,91.0,High Performer,5.0
EMP0795,35,Male,Operations,Operations Associate,Postgraduate,13,90114,47.0,84.5,5,16,7.0,5,,6,3,93,72.4,Average Performer,8.0
EMP0796,45,Male,Engineering,Team Lead,Postgraduate,23,122778,31.0,100.0,9,32,6.0,9,2.4,2,3,98,82.0,High Performer,6.2
EMP0797,42,Female,Operations,Process Analyst,Diploma,16,93417,,83.2,9,17,6.0,7,3.6,3,0,84,88.4,High Performer,6.8
EMP0798,56,Male,Support,Customer Support,Postgraduate,30,135695,34.0,83.1,12,0,7.0,6,3.2,3,3,92,98.0,High Performer,5.0
EMP0799,22,Male,Operations,Operations Manager,Graduate,0,66957,30.0,81.4,6,23,7.0,1,4.1,4,4,79,69.6,Average Performer,6.2
EMP0800,45,Female,Support,Service Associate,Postgraduate,21,92594,37.0,97.9,12,20,3.0,4,3.6,2,4,98,84.3,High Performer,9.1
EMP0801,22,Male,Support,Support Lead,Graduate,0,38686,52.0,94.8,4,6,9.0,7,4.5,2,8,71,84.0,High Performer,5.0
EMP0802,29,Male,Support,Service Associate,Postgraduate,6,72998,32.0,99.3,9,26,9.0,6,3.8,4,1,58,71.4,Average Performer,7.5
EMP0803,43,Male,HR,Recruiter,Graduate,21,109352,48.0,100.0,10,7,8.0,6,3.3,1,4,78,98.0,High Performer,5.0
EMP0804,46,Male,Sales,Account Manager,Graduate,26,114550,27.0,85.8,3,4,9.0,7,3.2,3,0,86,98.0,High Performer,5.0
EMP0805,28,Female,Sales,Sales Executive,Graduate,2,95411,18.0,88.5,3,4,6.0,7,4.4,2,1,74,77.3,High Performer,5.0
EMP0806,54,Male,Sales,Account Manager,Graduate,31,152342,60.0,91.1,10,16,5.0,8,3.8,2,9,86,91.8,High Performer,6.9
EMP0807,56,Male,Engineering,Software Engineer,Graduate,33,157520,38.0,92.9,11,13,,5,5.0,4,1,90,98.0,High Performer,5.0
EMP0808,56,Male,HR,Recruiter,Graduate,32,120607,40.0,88.7,9,9,4.0,7,2.9,2,7,84,84.6,High Performer,5.0
EMP0809,26,Female,Marketing,Marketing Manager,Postgraduate,0,70765,35.0,99.8,7,13,8.0,6,3.5,5,2,68,85.9,High Performer,5.2
EMP0810,57,Male,Engineering,Software Engineer,MBA,33,161202,26.0,92.1,8,11,5.0,4,2.0,0,10,75,86.5,High Performer,6.7
EMP0811,23,Male,Operations,Process Analyst,Graduate,0,82518,51.0,77.1,4,14,7.0,3,2.3,5,3,50,54.0,Needs Improvement,6.0
EMP0812,37,Male,Support,Support Lead,Postgraduate,17,109592,38.0,88.0,7,27,8.0,8,,3,7,71,75.1,High Performer,7.1
EMP0813,55,Female,Sales,Account Manager,Graduate,34,152394,29.0,86.0,12,19,6.0,5,3.4,2,12,92,94.7,High Performer,5.0
EMP0814,36,Female,Engineering,Data Analyst,Graduate,10,104647,5.0,89.1,7,10,7.0,3,1.5,1,7,35,58.4,Average Performer,5.0
EMP0815,44,Female,Support,Customer Support,MBA,18,95255,31.0,95.6,9,16,6.0,6,4.1,2,10,66,90.2,High Performer,6.8
EMP0816,40,Male,Engineering,QA Engineer,Diploma,14,104160,,95.6,9,3,5.0,7,3.7,1,12,86,89.3,High Performer,5.0
EMP0817,50,Male,Operations,Operations Manager,Postgraduate,28,138134,43.0,90.3,11,19,,5,3.0,2,3,67,92.6,High Performer,7.1
EMP0818,37,Male,Operations,Operations Manager,Graduate,16,87016,,93.1,4,11,6.0,6,3.7,5,0,88,65.2,Average Performer,7.5
EMP0819,30,Female,HR,HR Executive,Graduate,8,72762,29.0,85.0,9,10,5.0,7,2.9,2,6,65,70.1,Average Performer,7.6
EMP0820,30,Male,Operations,Process Analyst,Graduate,3,55093,39.0,91.5,1,30,9.0,5,2.7,3,0,86,63.0,Average Performer,12.0
EMP0821,22,Female,Support,Support Lead,Graduate,0,63111,27.0,82.4,2,19,7.0,8,3.3,0,0,98,68.4,Average Performer,6.6
EMP0822,27,Female,Finance,Financial Analyst,Postgraduate,2,82900,24.0,82.6,5,11,10.0,6,2.7,2,7,53,76.1,High Performer,5.5
EMP0823,55,Male,Engineering,Software Engineer,MBA,35,166229,23.0,100.0,13,0,3.0,5,4.6,4,12,89,98.0,High Performer,5.0
EMP0824,28,Male,Operations,Operations Associate,Graduate,4,68483,49.0,80.5,13,10,8.0,8,3.2,4,9,61,83.5,High Performer,5.0
EMP0825,53,Male,Marketing,Content Strategist,Diploma,31,141654,41.0,77.7,9,16,9.0,7,4.5,4,4,84,98.0,High Performer,5.0
EMP0826,55,Other,Operations,Operations Manager,Postgraduate,32,136238,27.0,89.5,12,9,,8,3.8,4,9,98,98.0,High Performer,5.0
EMP0827,23,Female,Marketing,Marketing Manager,Postgraduate,0,71540,33.0,83.4,2,33,7.0,5,3.8,6,8,35,62.4,Average Performer,7.0
EMP0828,50,Female,Engineering,QA Engineer,Postgraduate,25,112647,32.0,96.9,7,1,6.0,6,3.1,0,8,90,91.6,High Performer,5.0
EMP0829,28,Male,Support,Service Associate,Graduate,7,52936,38.0,88.9,6,18,8.0,6,3.5,6,10,82,77.6,High Performer,5.0
EMP0830,47,Male,Sales,Sales Executive,Postgraduate,25,112905,46.0,94.1,10,13,5.0,3,2.5,1,2,86,91.3,High Performer,5.1
EMP0831,42,Male,HR,Recruiter,MBA,22,126106,35.0,90.8,5,5,8.0,3,4.4,3,3,71,98.0,High Performer,5.0
EMP0832,31,Female,Finance,Finance Manager,Postgraduate,11,89413,33.0,100.0,7,4,4.0,7,3.0,3,0,82,76.3,High Performer,5.0
EMP0833,39,Female,Support,Customer Support,MBA,17,109604,31.0,92.1,11,22,7.0,6,3.4,5,11,71,77.6,High Performer,5.6
EMP0834,53,Female,HR,HR Manager,Postgraduate,31,128958,52.0,81.2,14,16,3.0,9,4.2,2,2,67,98.0,High Performer,5.1
EMP0835,39,Female,Sales,Business Associate,Postgraduate,15,105070,29.0,90.1,7,13,5.0,5,3.1,1,10,86,73.7,Average Performer,5.0
EMP0836,45,Male,Support,Customer Support,Graduate,22,106064,32.0,87.3,12,18,8.0,7,4.1,5,11,98,98.0,High Performer,5.0
EMP0837,36,Female,Operations,Operations Manager,Graduate,13,99195,25.0,93.1,7,18,4.0,8,3.6,3,13,71,71.9,Average Performer,7.3
EMP0838,26,Female,HR,HR Manager,Graduate,2,85450,30.0,80.4,4,2,3.0,6,3.5,5,8,76,60.4,Average Performer,5.0
EMP0839,36,Male,HR,Recruiter,Graduate,13,111869,37.0,86.4,7,10,6.0,7,3.7,4,7,65,77.0,High Performer,5.0
EMP0840,38,Female,Engineering,Data Analyst,MBA,15,113925,17.0,91.3,6,28,4.0,7,2.9,2,8,89,65.8,Average Performer,11.5
EMP0841,41,Female,Support,Service Associate,MBA,21,99151,46.0,83.4,6,19,6.0,4,4.4,1,5,73,78.8,High Performer,5.0
EMP0842,49,Male,Support,Support Lead,MBA,24,135596,11.0,80.5,13,18,7.0,7,3.9,3,2,92,93.5,High Performer,8.9
EMP0843,32,Female,Engineering,Software Engineer,Postgraduate,8,99055,30.0,87.4,9,16,7.0,5,3.4,1,5,71,90.5,High Performer,5.0
EMP0844,55,Male,Sales,Account Manager,Diploma,29,129253,22.0,100.0,10,0,7.0,8,3.6,1,2,74,98.0,High Performer,5.0
EMP0845,24,Female,Operations,Operations Manager,MBA,0,47233,47.0,91.5,7,16,,6,3.4,5,11,53,70.3,Average Performer,7.4
EMP0846,48,Male,Operations,Process Analyst,MBA,22,115703,46.0,94.7,6,18,8.0,6,3.3,0,8,83,84.0,High Performer,5.1
EMP0847,28,Male,Support,Support Lead,Postgraduate,2,34000,50.0,90.1,3,0,8.0,7,3.6,4,9,71,81.5,High Performer,5.0
EMP0848,38,Female,Finance,Accountant,Postgraduate,16,114477,38.0,100.0,12,29,5.0,10,3.4,2,0,81,76.8,High Performer,10.7
EMP0849,30,Female,HR,HR Manager,MBA,3,84090,12.0,91.2,4,9,6.0,5,2.6,2,6,83,68.9,Average Performer,6.3
EMP0850,43,Female,HR,Recruiter,MBA,19,95165,45.0,86.8,6,18,7.0,5,3.1,1,4,92,84.9,High Performer,8.0
EMP0851,35,Male,HR,Recruiter,Diploma,14,84017,45.0,95.8,13,7,,9,3.3,3,10,75,98.0,High Performer,5.0
EMP0852,34,Female,Sales,Sales Executive,Graduate,10,92066,,94.8,8,10,6.0,4,4.0,3,7,80,78.8,High Performer,5.0
EMP0853,50,Other,HR,HR Executive,Postgraduate,25,134164,27.0,81.1,6,11,9.0,5,,1,3,82,82.4,High Performer,5.6
EMP0854,39,Female,Engineering,Team Lead,Graduate,15,129196,29.0,87.6,5,5,6.0,6,2.4,7,4,77,74.2,Average Performer,5.0
EMP0855,22,Male,Operations,Process Analyst,Graduate,0,68451,33.0,91.4,5,23,7.0,6,3.4,2,6,67,63.0,Average Performer,9.0
EMP0856,30,Female,Marketing,Content Strategist,Postgraduate,6,57090,43.0,81.3,4,16,5.0,5,3.2,4,2,70,64.2,Average Performer,8.0
EMP0857,47,Female,Engineering,Data Analyst,Graduate,26,128733,38.0,100.0,10,9,6.0,4,4.5,3,1,71,98.0,High Performer,5.8
EMP0858,57,Female,Marketing,SEO Analyst,MBA,33,141887,54.0,81.7,9,22,7.0,5,4.2,4,7,80,92.8,High Performer,7.9
EMP0859,25,Male,Operations,Operations Manager,Postgraduate,1,76729,57.0,99.3,1,11,7.0,5,4.7,5,2,66,73.9,Average Performer,5.0
EMP0860,32,Female,Sales,Account Manager,MBA,8,62745,21.0,86.1,7,4,4.0,5,2.7,2,3,81,67.9,Average Performer,5.0
EMP0861,42,Male,Engineering,Data Analyst,MBA,15,111907,27.0,82.6,8,29,5.0,6,2.6,0,2,71,64.0,Average Performer,9.4
EMP0862,25,Male,Support,Customer Support,Graduate,2,50738,37.0,85.3,7,0,8.0,7,3.5,5,4,61,88.7,High Performer,5.0
EMP0863,53,Male,Marketing,SEO Analyst,MBA,33,156864,27.0,92.5,10,3,5.0,5,4.1,4,8,93,98.0,High Performer,5.0
EMP0864,22,Male,Support,Support Lead,Graduate,0,37652,47.0,99.9,0,28,7.0,8,3.9,5,6,51,56.8,Average Performer,10.2
EMP0865,32,Male,Sales,Business Associate,Graduate,11,84798,36.0,78.2,5,0,5.0,8,2.7,4,17,92,79.9,High Performer,5.0
EMP0866,28,Male,Operations,Process Analyst,Graduate,6,88132,27.0,91.2,7,12,6.0,5,3.7,3,4,79,82.4,High Performer,6.1
EMP0867,35,Male,Engineering,Software Engineer,Postgraduate,12,120325,43.0,96.9,10,11,6.0,9,3.4,0,10,76,97.6,High Performer,5.0
EMP0868,31,Male,Support,Service Associate,Graduate,11,70475,23.0,76.8,9,8,8.0,7,3.9,2,2,75,89.5,High Performer,5.0
EMP0869,30,Male,Engineering,QA Engineer,Postgraduate,6,87134,28.0,91.8,8,31,8.0,9,2.9,0,5,81,77.7,High Performer,11.8
EMP0870,34,Male,Marketing,Content Strategist,MBA,12,103682,36.0,92.3,10,17,4.0,6,2.4,4,11,60,66.9,Average Performer,5.2
EMP0871,50,Female,Engineering,Team Lead,Postgraduate,27,155721,20.0,98.3,13,27,6.0,5,2.8,1,6,94,96.3,High Performer,8.0
EMP0872,33,Female,Engineering,Team Lead,Postgraduate,8,99354,35.0,92.1,8,19,5.0,8,3.7,2,6,76,82.5,High Performer,5.0
EMP0873,40,Male,Sales,Business Associate,Postgraduate,16,81109,42.0,100.0,4,5,8.0,6,4.1,2,3,74,80.8,High Performer,5.0
EMP0874,46,Male,Engineering,Software Engineer,Graduate,19,95427,26.0,97.9,12,26,6.0,4,3.5,3,12,82,85.8,High Performer,8.8
EMP0875,57,Male,Sales,Business Associate,Postgraduate,35,129807,53.0,78.5,9,22,7.0,4,3.8,3,5,81,92.9,High Performer,6.0
EMP0876,46,Female,HR,HR Executive,Graduate,21,131823,14.0,92.2,8,1,5.0,7,2.9,3,12,82,77.0,High Performer,5.0
EMP0877,36,Male,Engineering,QA Engineer,Graduate,15,112455,20.0,96.9,11,16,6.0,7,3.4,0,8,87,95.2,High Performer,5.0
EMP0878,42,Male,Marketing,Content Strategist,Graduate,18,110445,36.0,94.4,11,7,6.0,6,3.1,0,6,84,92.3,High Performer,5.0
EMP0879,43,Male,Operations,Operations Associate,Postgraduate,19,130102,20.0,93.9,11,0,7.0,7,3.3,1,3,75,93.5,High Performer,5.0
EMP0880,32,Female,Operations,Operations Associate,Diploma,7,91981,31.0,87.7,6,15,6.0,7,2.8,2,0,86,71.8,Average Performer,6.9
EMP0881,50,Male,Engineering,Software Engineer,Graduate,29,133445,32.0,85.9,13,17,5.0,6,3.6,2,7,86,87.5,High Performer,5.0
EMP0882,33,Male,Support,Customer Support,Graduate,6,64437,50.0,96.9,9,3,7.0,8,3.7,3,0,94,91.0,High Performer,5.0
EMP0883,39,Female,Operations,Operations Associate,MBA,15,80366,34.0,84.6,10,5,7.0,4,5.0,3,5,73,92.0,High Performer,5.0
EMP0884,49,Female,Operations,Operations Manager,Diploma,27,113508,45.0,88.5,9,24,5.0,7,3.0,4,4,81,84.9,High Performer,10.1
EMP0885,31,Female,Sales,Business Associate,Postgraduate,7,71662,46.0,90.7,6,15,7.0,6,4.3,5,8,88,85.1,High Performer,6.9
EMP0886,38,Female,Engineering,Software Engineer,MBA,15,135985,27.0,89.1,7,10,3.0,9,2.8,3,0,84,70.7,Average Performer,5.0
EMP0887,55,Male,Support,Support Lead,Graduate,34,125179,22.0,90.1,12,27,5.0,6,4.3,6,2,79,86.7,High Performer,8.5
EMP0888,56,Female,Engineering,Software Engineer,Postgraduate,31,170480,27.0,92.1,14,16,6.0,8,3.4,3,5,96,94.5,High Performer,5.0
EMP0889,53,Male,HR,HR Manager,Graduate,30,150756,22.0,82.3,11,29,6.0,6,4.4,4,7,79,86.4,High Performer,6.9
EMP0890,23,Female,Support,Support Lead,Graduate,1,29347,19.0,85.9,5,2,6.0,9,3.8,3,1,48,62.1,Average Performer,5.0
EMP0891,36,Female,Support,Customer Support,Postgraduate,10,98492,43.0,89.0,9,26,3.0,9,3.1,2,4,77,59.6,Average Performer,9.2
EMP0892,30,Female,Operations,Operations Manager,Graduate,10,93324,46.0,96.0,8,22,8.0,10,4.4,2,2,70,83.7,High Performer,7.9
EMP0893,28,Female,Engineering,Data Analyst,Postgraduate,8,84889,18.0,86.2,5,14,5.0,5,3.5,4,11,74,71.3,Average Performer,5.4
EMP0894,30,Female,Support,Customer Support,MBA,10,72186,38.0,89.8,5,2,8.0,5,2.3,4,7,72,76.3,High Performer,5.0
EMP0895,24,Female,HR,Recruiter,Graduate,0,52044,41.0,96.5,6,19,7.0,6,2.6,1,0,66,70.0,Average Performer,5.0
EMP0896,29,Male,Operations,Operations Manager,Graduate,5,59054,41.0,89.0,8,10,6.0,9,2.4,5,12,80,74.1,Average Performer,7.3
EMP0897,44,Male,Engineering,Software Engineer,Postgraduate,20,138320,24.0,89.8,5,14,4.0,4,3.4,4,7,86,75.5,High Performer,5.5
EMP0898,30,Male,Operations,Operations Associate,Graduate,6,64903,25.0,86.7,3,9,9.0,5,4.4,2,14,63,78.6,High Performer,5.0
EMP0899,30,Female,Operations,Process Analyst,Postgraduate,3,75357,22.0,82.0,7,16,7.0,8,4.1,5,1,87,85.2,High Performer,5.0
EMP0900,42,Other,Support,Service Associate,MBA,15,87704,26.0,85.9,4,21,6.0,10,3.9,4,5,63,63.2,Average Performer,5.0
EMP0901,31,Male,Engineering,Software Engineer,Postgraduate,10,85964,37.0,88.7,9,7,8.0,9,3.7,4,8,96,98.0,High Performer,5.0
EMP0902,50,Female,Finance,Finance Manager,Postgraduate,29,130399,42.0,92.5,12,9,5.0,7,3.3,0,13,75,91.4,High Performer,5.0
EMP0903,25,Male,Sales,Sales Executive,Graduate,0,53887,57.0,90.7,4,11,7.0,7,3.8,2,0,63,80.1,High Performer,5.0
EMP0904,22,Female,Sales,Sales Executive,Graduate,0,76329,13.0,85.9,9,30,10.0,6,3.8,4,11,71,78.7,High Performer,9.4
EMP0905,55,Female,Operations,Process Analyst,Graduate,33,122680,28.0,88.4,11,19,7.0,6,2.9,4,5,82,89.8,High Performer,5.0
EMP0906,43,Female,Engineering,Software Engineer,Graduate,17,122385,52.0,97.3,13,19,7.0,5,4.1,1,0,96,96.8,High Performer,7.2
EMP0907,30,Female,Engineering,QA Engineer,Graduate,5,87588,60.0,94.5,4,14,6.0,6,2.3,3,0,40,66.5,Average Performer,5.0
EMP0908,35,Female,Engineering,Software Engineer,MBA,11,94890,38.0,98.4,8,23,8.0,5,3.8,4,4,65,86.9,High Performer,5.0
EMP0909,23,Male,HR,HR Manager,Graduate,0,46937,22.0,93.1,4,8,3.0,7,4.6,1,10,67,56.4,Average Performer,5.0
EMP0910,42,Male,Sales,Sales Executive,Graduate,18,89826,28.0,84.6,5,14,7.0,3,3.5,0,6,94,84.1,High Performer,5.3
EMP0911,45,Male,HR,Recruiter,Graduate,21,113108,18.0,85.6,10,21,7.0,9,3.9,2,1,97,91.1,High Performer,10.5
EMP0912,34,Female,Engineering,QA Engineer,Postgraduate,8,106020,41.0,90.6,4,13,7.0,8,3.7,4,5,86,85.9,High Performer,5.0
EMP0913,24,Male,HR,HR Executive,Graduate,4,48400,48.0,87.1,9,15,4.0,5,4.2,2,3,62,77.0,High Performer,9.8
EMP0914,29,Male,Support,Customer Support,Graduate,2,49764,33.0,91.2,3,6,9.0,4,3.8,2,2,92,78.5,High Performer,5.0
EMP0915,23,Female,Finance,Financial Analyst,Graduate,1,75315,32.0,85.8,7,12,6.0,9,3.4,4,10,84,80.1,High Performer,5.0
EMP0916,27,Male,Operations,Process Analyst,Postgraduate,3,70433,43.0,89.3,8,1,4.0,2,3.4,1,2,73,73.8,Average Performer,5.0
EMP0917,27,Male,Marketing,SEO Analyst,Postgraduate,7,80397,49.0,89.5,11,10,7.0,8,4.3,5,4,72,79.5,High Performer,5.0
EMP0918,26,Male,Marketing,Content Strategist,Graduate,4,70391,25.0,87.2,3,19,7.0,7,3.2,2,0,74,66.9,Average Performer,5.0
EMP0919,55,Male,Finance,Finance Manager,Graduate,31,134410,27.0,91.7,10,13,7.0,5,4.1,2,5,90,98.0,High Performer,6.0
EMP0920,37,Female,Engineering,Software Engineer,Graduate,15,95368,13.0,100.0,2,24,5.0,8,2.0,2,11,85,60.4,Average Performer,5.0
EMP0921,24,Male,Support,Customer Support,Graduate,3,60902,18.0,92.4,5,16,5.0,4,3.2,4,7,70,66.0,Average Performer,5.9
EMP0922,55,Male,Operations,Operations Associate,Diploma,30,128316,16.0,96.6,8,14,10.0,8,,2,10,86,98.0,High Performer,8.0
EMP0923,49,Male,Engineering,Data Analyst,MBA,23,144772,14.0,93.3,7,20,6.0,5,3.2,1,9,69,76.5,High Performer,7.7
EMP0924,23,Male,Engineering,Software Engineer,Graduate,2,55118,19.0,87.7,4,0,8.0,7,3.6,1,6,75,81.4,High Performer,5.0
EMP0925,49,Female,Sales,Account Manager,Diploma,28,135426,34.0,87.3,5,1,6.0,6,4.5,5,3,94,94.7,High Performer,5.0
EMP0926,53,Male,Finance,Finance Manager,Diploma,32,127526,49.0,89.8,10,0,,9,3.2,4,6,98,98.0,High Performer,5.0
EMP0927,52,Male,Sales,Business Associate,Graduate,27,143410,43.0,91.9,11,20,3.0,7,3.4,2,5,65,71.2,Average Performer,10.5
EMP0928,25,Male,Finance,Financial Analyst,Postgraduate,2,71639,48.0,96.3,2,12,6.0,4,2.5,1,3,72,73.8,Average Performer,5.8
EMP0929,27,Female,Sales,Sales Executive,MBA,1,87265,6.0,78.8,7,11,4.0,5,2.9,4,10,88,55.5,Average Performer,5.0
EMP0930,47,Female,Engineering,Data Analyst,Postgraduate,26,142755,33.0,83.3,11,12,4.0,7,3.2,3,5,94,91.2,High Performer,5.0
EMP0931,27,Female,Marketing,Content Strategist,Graduate,7,90515,13.0,89.3,6,27,6.0,7,2.3,2,2,98,61.2,Average Performer,9.1
EMP0932,48,Female,Support,Support Lead,Graduate,23,108528,6.0,86.6,12,19,9.0,5,4.4,2,12,81,82.9,High Performer,7.4
EMP0933,22,Female,Sales,Sales Executive,Graduate,1,83400,28.0,84.4,9,13,6.0,4,3.2,3,0,62,68.7,Average Performer,5.2
EMP0934,45,Female,Marketing,Marketing Manager,Postgraduate,23,117301,31.0,87.9,8,14,8.0,7,4.3,4,6,86,98.0,High Performer,5.0
EMP0935,46,Male,HR,HR Executive,Graduate,26,134688,61.0,86.6,10,15,8.0,10,4.6,2,8,91,98.0,High Performer,5.0
EMP0936,48,Male,Engineering,QA Engineer,Graduate,21,130632,48.0,79.8,8,32,7.0,4,3.6,4,0,82,78.8,High Performer,6.8
EMP0937,53,Male,Sales,Sales Executive,Graduate,26,109542,25.0,95.2,10,13,5.0,6,4.0,3,4,52,81.3,High Performer,5.0
EMP0938,50,Female,Engineering,Data Analyst,Diploma,24,146876,15.0,88.2,4,10,5.0,8,3.8,4,4,70,73.1,Average Performer,5.2
EMP0939,27,Male,Engineering,QA Engineer,Graduate,1,101819,48.0,91.6,6,16,,6,2.9,4,6,79,86.1,High Performer,6.7
EMP0940,25,Male,Marketing,Content Strategist,Graduate,2,66625,52.0,82.2,4,23,6.0,6,4.3,1,0,52,68.4,Average Performer,8.4
EMP0941,29,Male,Finance,Accountant,Graduate,5,74547,19.0,87.8,7,33,,6,4.1,4,3,98,72.9,Average Performer,10.9
EMP0942,42,Male,HR,Recruiter,Diploma,21,119900,35.0,95.9,8,10,8.0,7,2.9,5,8,79,88.2,High Performer,5.0
EMP0943,34,Female,Finance,Accountant,Postgraduate,14,107354,42.0,93.5,10,11,5.0,3,4.3,4,10,67,90.4,High Performer,5.0
EMP0944,53,Male,Operations,Operations Associate,Diploma,32,147175,31.0,84.8,8,7,10.0,8,4.3,2,5,95,98.0,High Performer,5.0
